Date,MutualFunds_Close
2008-01-02,7.717646598815918
2008-01-03,7.717646598815918
2008-01-04,7.57934045791626
2008-01-07,7.559579849243164
2008-01-08,7.460789203643799
2008-01-09,7.484498023986816
2008-01-10,7.52796745300293
2008-01-11,7.468693733215332
2008-01-14,7.54377555847168
2008-01-15,7.389660835266113
2008-01-16,7.334335327148437
2008-01-17,7.172313213348389
2008-01-18,7.148602485656738
2008-01-22,7.116992950439453
2008-01-23,7.215783596038818
2008-01-24,7.275059700012207
2008-01-25,7.227639198303223
2008-01-28,7.314578533172607
2008-01-29,7.354095458984375
2008-01-30,7.314578533172607
2008-01-31,7.401514530181885
2008-02-01,7.508213520050049
2008-02-04,7.476596832275391
2008-02-05,7.310626029968262
2008-02-06,7.251350879669189
2008-02-07,7.282968521118164
2008-02-08,7.271106719970703
2008-02-11,7.310626029968262
2008-02-12,7.322482109069824
2008-02-13,7.409417152404785
2008-02-14,7.318526268005371
2008-02-15,7.310626029968262
2008-02-19,7.326433181762695
2008-02-20,7.369895935058594
2008-02-21,7.334335327148437
2008-02-22,7.358046531677246
2008-02-25,7.437076091766357
2008-02-26,7.480548858642578
2008-02-27,7.468693733215332
2008-02-28,7.444982528686523
2008-02-29,7.318526268005371
2008-03-03,7.314578533172607
2008-03-04,7.267156600952148
2008-03-05,7.294820308685303
2008-03-06,7.168363571166992
2008-03-07,7.124898433685303
2008-03-10,7.010298252105713
2008-03-11,7.18021821975708
2008-03-12,7.144654750823975
2008-03-13,7.184173583984375
2008-03-14,7.08142614364624
2008-03-17,6.974728107452393
2008-03-18,7.184173583984375
2008-03-19,7.045861721038818
2008-03-20,7.144654750823975
2008-03-24,7.227639198303223
2008-03-25,7.271106719970703
2008-03-26,7.239495277404785
2008-03-27,7.18021821975708
2008-03-28,7.148602485656738
2008-03-31,7.184173583984375
2008-04-01,7.346189975738525
2008-04-02,7.362000942230225
2008-04-03,7.385706901550293
2008-04-04,7.425414562225342
2008-04-07,7.43335485458374
2008-04-08,7.421446800231934
2008-04-09,7.381737232208252
2008-04-10,7.397621631622315
2008-04-11,7.306290149688721
2008-04-14,7.290409088134766
2008-04-15,7.3142290115356445
2008-04-16,7.44923734664917
2008-04-17,7.44923734664917
2008-04-18,7.544543266296387
2008-04-21,7.556454181671143
2008-04-22,7.504832744598389
2008-04-23,7.496888637542725
2008-04-24,7.512773990631104
2008-04-25,7.5842485427856445
2008-04-28,7.588216304779053
2008-04-29,7.532626628875732
2008-04-30,7.516746044158936
2008-05-01,7.5961594581604
2008-05-02,7.619985580444336
2008-05-05,7.604100227355957
2008-05-06,7.6557230949401855
2008-05-07,7.564391613006592
2008-05-08,7.608067989349365
2008-05-09,7.592188835144043
2008-05-12,7.643808364868164
2008-05-13,7.647780418395996
2008-05-14,7.6557230949401855
2008-05-15,7.74307918548584
2008-05-16,7.766904354095459
2008-05-19,7.766904354095459
2008-05-20,7.73910665512085
2008-05-21,7.651749610900879
2008-05-22,7.647780418395996
2008-05-23,7.588216304779053
2008-05-27,7.600132942199707
2008-05-28,7.639835834503174
2008-05-29,7.635867595672607
2008-05-30,7.687489032745361
