observation_date,BAMLC0A0CMEY
2017-08-17,3.11
2017-08-18,3.12
2017-08-21,3.10
2017-08-22,3.13
2017-08-23,3.10
2017-08-24,3.12
2017-08-25,3.10
2017-08-28,3.09
2017-08-29,3.08
2017-08-30,3.08
2017-08-31,3.09
2017-09-01,3.12
2017-09-04,3.11
2017-09-05,3.05
2017-09-06,3.08
2017-09-07,3.05
2017-09-08,3.05
2017-09-11,3.10
2017-09-12,3.13
2017-09-13,3.14
2017-09-14,3.14
2017-09-15,3.14
2017-09-18,3.15
2017-09-19,3.15
2017-09-20,3.17
2017-09-21,3.17
2017-09-22,3.16
2017-09-25,3.13
2017-09-26,3.13
2017-09-27,3.18
2017-09-28,3.16
2017-09-29,3.16
2017-09-30,3.18
2017-10-02,3.18
2017-10-03,3.16
2017-10-04,3.16
2017-10-05,3.17
2017-10-06,3.19
2017-10-09,3.18
2017-10-10,3.16
2017-10-11,3.16
2017-10-12,3.15
2017-10-13,3.12
2017-10-16,3.15
2017-10-17,3.14
2017-10-18,3.17
2017-10-19,3.15
2017-10-20,3.19
2017-10-23,3.18
2017-10-24,3.19
2017-10-25,3.22
2017-10-26,3.23
2017-10-27,3.21
2017-10-30,3.16
2017-10-31,3.18
2017-11-01,3.19
2017-11-02,3.18
2017-11-03,3.18
2017-11-06,3.17
2017-11-07,3.18
2017-11-08,3.20
2017-11-09,3.21
2017-11-10,3.27
2017-11-13,3.27
2017-11-14,3.27
2017-11-15,3.25
2017-11-16,3.27
2017-11-17,3.26
2017-11-20,3.28
2017-11-21,3.27
2017-11-22,3.23
2017-11-23,3.23
2017-11-24,3.24
2017-11-27,3.23
2017-11-28,3.23
2017-11-29,3.26
2017-11-30,3.30
2017-12-01,3.26
2017-12-04,3.28
2017-12-05,3.26
2017-12-06,3.24
2017-12-07,3.27
2017-12-08,3.27
2017-12-11,3.28
2017-12-12,3.29
2017-12-13,3.24
2017-12-14,3.24
2017-12-15,3.24
2017-12-18,3.26
2017-12-19,3.31
2017-12-20,3.34
2017-12-21,3.32
2017-12-22,3.33
2017-12-25,
2017-12-26,3.31
2017-12-27,3.27
2017-12-28,3.28
2017-12-29,3.27
2017-12-31,3.27
2018-01-01,
2018-01-02,3.32
2018-01-03,3.31
2018-01-04,3.32
2018-01-05,3.33
2018-01-08,3.33
2018-01-09,3.36
2018-01-10,3.36
2018-01-11,3.34
2018-01-12,3.35
2018-01-15,3.35
2018-01-16,3.34
2018-01-17,3.37
2018-01-18,3.40
2018-01-19,3.42
2018-01-22,3.44
2018-01-23,3.41
2018-01-24,3.43
2018-01-25,3.40
2018-01-26,3.43
2018-01-29,3.45
2018-01-30,3.46
2018-01-31,3.48
2018-02-01,3.51
2018-02-02,3.56
2018-02-05,3.51
2018-02-06,3.52
2018-02-07,3.57
2018-02-08,3.59
2018-02-09,3.60
2018-02-12,3.62
2018-02-13,3.65
2018-02-14,3.71
2018-02-15,3.69
2018-02-16,3.68
2018-02-19,3.68
2018-02-20,3.70
2018-02-21,3.74
2018-02-22,3.72
2018-02-23,3.70
2018-02-26,3.69
2018-02-27,3.73
2018-02-28,3.73
2018-03-01,3.70
2018-03-02,3.75
2018-03-05,3.77
2018-03-06,3.76
2018-03-07,3.77
2018-03-08,3.76
2018-03-09,3.79
2018-03-12,3.78
2018-03-13,3.78
2018-03-14,3.76
2018-03-15,3.78
2018-03-16,3.80
2018-03-19,3.80
2018-03-20,3.84
2018-03-21,3.86
2018-03-22,3.82
2018-03-23,3.83
2018-03-26,3.85
2018-03-27,3.80
2018-03-28,3.80
2018-03-29,3.77
2018-03-30,
2018-03-31,3.80
2018-04-02,3.79
2018-04-03,3.83
2018-04-04,3.83
2018-04-05,3.85
2018-04-06,3.79
2018-04-09,3.80
2018-04-10,3.81
2018-04-11,3.80
2018-04-12,3.83
2018-04-13,3.83
2018-04-16,3.82
2018-04-17,3.81
2018-04-18,3.86
2018-04-19,3.90
2018-04-20,3.93
2018-04-23,3.95
2018-04-24,3.95
2018-04-25,3.99
2018-04-26,3.97
2018-04-27,3.95
2018-04-30,3.96
2018-05-01,4.00
2018-05-02,3.99
2018-05-03,3.99
2018-05-04,3.99
2018-05-07,4.00
2018-05-08,4.01
2018-05-09,4.04
2018-05-10,4.01
2018-05-11,4.01
2018-05-14,4.01
2018-05-15,4.08
2018-05-16,4.08
2018-05-17,4.09
2018-05-18,4.06
2018-05-21,4.07
2018-05-22,4.06
2018-05-23,4.02
2018-05-24,3.99
2018-05-25,3.96
2018-05-28,3.96
2018-05-29,3.84
2018-05-30,3.92
2018-05-31,3.93
2018-06-01,3.99
2018-06-04,4.02
2018-06-05,4.01
2018-06-06,4.06
2018-06-07,4.03
2018-06-08,4.03
2018-06-11,4.06
2018-06-12,4.06
2018-06-13,4.08
2018-06-14,4.05
2018-06-15,4.04
2018-06-18,4.05
2018-06-19,4.04
2018-06-20,4.07
2018-06-21,4.07
2018-06-22,4.08
2018-06-25,4.06
2018-06-26,4.07
2018-06-27,4.03
2018-06-28,4.05
2018-06-29,4.05
2018-06-30,4.07
2018-07-02,4.09
2018-07-03,4.06
2018-07-04,4.06
2018-07-05,4.06
2018-07-06,4.04
2018-07-09,4.05
2018-07-10,4.05
2018-07-11,4.02
2018-07-12,4.03
2018-07-13,4.00
2018-07-16,4.01
2018-07-17,4.02
2018-07-18,4.02
2018-07-19,4.00
2018-07-20,4.03
2018-07-23,4.08
2018-07-24,4.05
2018-07-25,4.03
2018-07-26,4.05
2018-07-27,4.04
2018-07-30,4.04
2018-07-31,4.04
2018-08-01,4.07
2018-08-02,4.05
2018-08-03,4.02
2018-08-06,4.00
2018-08-07,4.03
2018-08-08,4.03
2018-08-09,4.02
2018-08-10,3.97
2018-08-13,4.00
2018-08-14,4.01
2018-08-15,3.97
2018-08-16,3.98
2018-08-17,3.98
2018-08-20,3.94
2018-08-21,3.95
2018-08-22,3.94
2018-08-23,3.95
2018-08-24,3.95
2018-08-27,3.97
2018-08-28,4.00
2018-08-29,4.00
2018-08-30,3.98
2018-08-31,4.00
2018-09-03,4.00
2018-09-04,4.04
2018-09-05,4.04
2018-09-06,4.02
2018-09-07,4.07
2018-09-10,4.07
2018-09-11,4.10
2018-09-12,4.08
2018-09-13,4.07
2018-09-14,4.09
2018-09-17,4.09
2018-09-18,4.12
2018-09-19,4.14
2018-09-20,4.12
2018-09-21,4.11
2018-09-24,4.12
2018-09-25,4.14
2018-09-26,4.10
2018-09-27,4.10
2018-09-28,4.09
2018-09-30,4.12
2018-10-01,4.14
2018-10-02,4.11
2018-10-03,4.19
2018-10-04,4.22
2018-10-05,4.25
2018-10-08,4.26
2018-10-09,4.24
2018-10-10,4.25
2018-10-11,4.21
2018-10-12,4.22
2018-10-15,4.23
2018-10-16,4.23
2018-10-17,4.25
2018-10-18,4.25
2018-10-19,4.28
2018-10-22,4.28
2018-10-23,4.28
2018-10-24,4.23
2018-10-25,4.27
2018-10-26,4.23
2018-10-29,4.23
2018-10-30,4.27
2018-10-31,4.33
2018-11-01,4.32
2018-11-02,4.37
2018-11-05,4.36
2018-11-06,4.36
2018-11-07,4.36
2018-11-08,4.37
2018-11-09,4.35
2018-11-12,4.35
2018-11-13,4.33
2018-11-14,4.34
2018-11-15,4.37
2018-11-16,4.34
2018-11-19,4.34
2018-11-20,4.37
2018-11-21,4.38
2018-11-22,4.38
2018-11-23,4.37
2018-11-26,4.38
2018-11-27,4.39
2018-11-28,4.39
2018-11-29,4.40
2018-11-30,4.42
2018-12-03,4.40
2018-12-04,4.37
2018-12-05,4.37
2018-12-06,4.37
2018-12-07,4.35
2018-12-10,4.36
2018-12-11,4.38
2018-12-12,4.38
2018-12-13,4.36
2018-12-14,4.34
2018-12-17,4.30
2018-12-18,4.27
2018-12-19,4.24
2018-12-20,4.28
2018-12-21,4.30
2018-12-24,4.26
2018-12-25,
2018-12-26,4.31
2018-12-27,4.27
2018-12-28,4.27
2018-12-31,4.25
2019-01-01,
2019-01-02,4.24
2019-01-03,4.16
2019-01-04,4.25
2019-01-07,4.26
2019-01-08,4.27
2019-01-09,4.25
2019-01-10,4.25
2019-01-11,4.22
2019-01-14,4.22
2019-01-15,4.22
2019-01-16,4.21
2019-01-17,4.21
2019-01-18,4.21
2019-01-21,4.21
2019-01-22,4.16
2019-01-23,4.16
2019-01-24,4.11
2019-01-25,4.12
2019-01-28,4.11
2019-01-29,4.08
2019-01-30,4.05
2019-01-31,3.99
2019-02-01,4.02
2019-02-04,4.03
2019-02-05,3.99
2019-02-06,3.99
2019-02-07,3.96
2019-02-08,3.95
2019-02-11,3.97
2019-02-12,3.98
2019-02-13,4.00
2019-02-14,3.96
2019-02-15,3.96
2019-02-18,3.96
2019-02-19,3.94
2019-02-20,3.95
2019-02-21,3.98
2019-02-22,3.94
2019-02-25,3.95
2019-02-26,3.92
2019-02-27,3.95
2019-02-28,3.98
2019-03-01,4.00
2019-03-04,3.97
2019-03-05,3.97
2019-03-06,3.95
2019-03-07,3.90
2019-03-08,3.90
2019-03-11,3.91
2019-03-12,3.87
2019-03-13,3.87
2019-03-14,3.88
2019-03-15,3.85
2019-03-18,3.85
2019-03-19,3.85
2019-03-20,3.79
2019-03-21,3.78
2019-03-22,3.71
2019-03-25,3.66
2019-03-26,3.66
2019-03-27,3.62
2019-03-28,3.64
2019-03-29,3.66
2019-03-31,3.68
2019-04-01,3.74
2019-04-02,3.72
2019-04-03,3.74
2019-04-04,3.74
2019-04-05,3.72
2019-04-08,3.73
2019-04-09,3.71
2019-04-10,3.68
2019-04-11,3.70
2019-04-12,3.72
2019-04-15,3.71
2019-04-16,3.73
2019-04-17,3.73
2019-04-18,3.70
2019-04-19,
2019-04-22,3.73
2019-04-23,3.71
2019-04-24,3.66
2019-04-25,3.67
2019-04-26,3.64
2019-04-29,3.66
2019-04-30,3.65
2019-05-01,3.66
2019-05-02,3.70
2019-05-03,3.69
2019-05-06,3.66
2019-05-07,3.63
2019-05-08,3.66
2019-05-09,3.65
2019-05-10,3.65
2019-05-13,3.62
2019-05-14,3.63
2019-05-15,3.60
2019-05-16,3.62
2019-05-17,3.61
2019-05-20,3.63
2019-05-21,3.65
2019-05-22,3.63
2019-05-23,3.57
2019-05-24,3.60
2019-05-27,3.60
2019-05-28,3.56
2019-05-29,3.55
2019-05-30,3.54
2019-05-31,3.49
2019-06-03,3.43
2019-06-04,3.46
2019-06-05,3.44
2019-06-06,3.45
2019-06-07,3.42
2019-06-10,3.45
2019-06-11,3.44
2019-06-12,3.43
2019-06-13,3.39
2019-06-14,3.39
2019-06-17,3.39
2019-06-18,3.36
2019-06-19,3.30
2019-06-20,3.26
2019-06-21,3.29
2019-06-24,3.23
2019-06-25,3.22
2019-06-26,3.26
2019-06-27,3.22
2019-06-28,3.20
2019-06-30,3.22
2019-07-01,3.23
2019-07-02,3.19
2019-07-03,3.17
2019-07-04,3.17
2019-07-05,3.25
2019-07-08,3.24
2019-07-09,3.27
2019-07-10,3.25
2019-07-11,3.29
2019-07-12,3.28
2019-07-15,3.26
2019-07-16,3.28
2019-07-17,3.24
2019-07-18,3.21
2019-07-19,3.22
2019-07-22,3.21
2019-07-23,3.22
2019-07-24,3.20
2019-07-25,3.21
2019-07-26,3.22
2019-07-29,3.19
2019-07-30,3.20
2019-07-31,3.20
2019-08-01,3.09
2019-08-02,3.09
2019-08-05,3.01
2019-08-06,3.03
2019-08-07,3.00
2019-08-08,3.02
2019-08-09,3.04
2019-08-12,2.97
2019-08-13,3.02
2019-08-14,2.96
2019-08-15,2.92
2019-08-16,2.91
2019-08-19,2.96
2019-08-20,2.92
2019-08-21,2.93
2019-08-22,2.95
2019-08-23,2.88
2019-08-26,2.89
2019-08-27,2.85
2019-08-28,2.83
2019-08-29,2.87
2019-08-30,2.85
2019-08-31,2.86
2019-09-02,2.86
2019-09-03,2.83
2019-09-04,2.82
2019-09-05,2.91
2019-09-06,2.89
2019-09-09,2.94
2019-09-10,3.02
2019-09-11,3.04
2019-09-12,3.08
2019-09-13,3.16
2019-09-16,3.10
2019-09-17,3.08
2019-09-18,3.06
2019-09-19,3.04
2019-09-20,3.01
2019-09-23,2.97
2019-09-24,2.91
2019-09-25,3.00
2019-09-26,2.96
2019-09-27,2.95
2019-09-30,2.96
2019-10-01,2.93
2019-10-02,2.90
2019-10-03,2.85
2019-10-04,2.83
2019-10-07,2.87
2019-10-08,2.86
2019-10-09,2.89
2019-10-10,2.95
2019-10-11,3.01
2019-10-14,3.00
2019-10-15,3.00
2019-10-16,2.97
2019-10-17,2.97
2019-10-18,2.95
2019-10-21,2.98
2019-10-22,2.95
2019-10-23,2.94
2019-10-24,2.95
2019-10-25,2.97
2019-10-28,2.99
2019-10-29,2.98
2019-10-30,2.96
2019-10-31,2.89
2019-11-01,2.92
2019-11-04,2.95
2019-11-05,3.01
2019-11-06,2.96
2019-11-07,3.04
2019-11-08,3.04
2019-11-11,3.04
2019-11-12,3.02
2019-11-13,2.99
2019-11-14,2.95
2019-11-15,2.97
2019-11-18,2.95
2019-11-19,2.93
2019-11-20,2.90
2019-11-21,2.94
2019-11-22,2.94
2019-11-25,2.92
2019-11-26,2.89
2019-11-27,2.91
2019-11-28,
2019-11-29,2.91
2019-11-30,2.93
2019-12-02,2.97
2019-12-03,2.87
2019-12-04,2.92
2019-12-05,2.92
2019-12-06,2.95
2019-12-09,2.93
2019-12-10,2.93
2019-12-11,2.90
2019-12-12,2.97
2019-12-13,2.89
2019-12-16,2.93
2019-12-17,2.92
2019-12-18,2.93
2019-12-19,2.91
2019-12-20,2.91
2019-12-23,2.93
2019-12-24,2.91
2019-12-25,
2019-12-26,2.90
2019-12-27,2.86
2019-12-30,2.87
2019-12-31,2.90
2020-01-01,
2020-01-02,2.88
2020-01-03,2.82
2020-01-06,2.85
2020-01-07,2.86
2020-01-08,2.90
2020-01-09,2.87
2020-01-10,2.84
2020-01-13,2.85
2020-01-14,2.83
2020-01-15,2.81
2020-01-16,2.82
2020-01-17,2.82
2020-01-20,2.82
2020-01-21,2.76
2020-01-22,2.75
2020-01-23,2.74
2020-01-24,2.70
2020-01-27,2.67
2020-01-28,2.70
2020-01-29,2.65
2020-01-30,2.64
2020-01-31,2.64
2020-02-03,2.64
2020-02-04,2.70
2020-02-05,2.71
2020-02-06,2.70
2020-02-07,2.65
2020-02-10,2.62
2020-02-11,2.65
2020-02-12,2.67
2020-02-13,2.66
2020-02-14,2.64
2020-02-17,2.63
2020-02-18,2.61
2020-02-19,2.63
2020-02-20,2.60
2020-02-21,2.57
2020-02-24,2.52
2020-02-25,2.51
2020-02-26,2.50
2020-02-27,2.54
2020-02-28,2.46
2020-02-29,2.46
2020-03-02,2.45
2020-03-03,2.38
2020-03-04,2.33
2020-03-05,2.30
2020-03-06,2.26
2020-03-09,2.46
2020-03-10,2.67
2020-03-11,2.80
2020-03-12,3.09
2020-03-13,3.23
2020-03-16,3.29
2020-03-17,3.65
2020-03-18,4.17
2020-03-19,4.48
2020-03-20,4.70
2020-03-23,4.68
2020-03-24,4.56
2020-03-25,4.29
2020-03-26,4.03
2020-03-27,3.90
2020-03-30,3.76
2020-03-31,3.68
2020-04-01,3.66
2020-04-02,3.67
2020-04-03,3.66
2020-04-06,3.68
2020-04-07,3.61
2020-04-08,3.53
2020-04-09,3.27
2020-04-10,
2020-04-13,3.14
2020-04-14,3.04
2020-04-15,2.97
2020-04-16,2.94
2020-04-17,2.95
2020-04-20,2.95
2020-04-21,2.96
2020-04-22,2.98
2020-04-23,2.95
2020-04-24,2.93
2020-04-27,2.97
2020-04-28,2.92
2020-04-29,2.90
2020-04-30,2.78
2020-05-01,2.80
2020-05-04,2.81
2020-05-05,2.81
2020-05-06,2.84
2020-05-07,2.79
2020-05-08,2.84
2020-05-11,2.89
2020-05-12,2.84
2020-05-13,2.80
2020-05-14,2.78
2020-05-15,2.78
2020-05-18,2.78
2020-05-19,2.71
2020-05-20,2.63
2020-05-21,2.60
2020-05-22,2.58
2020-05-25,2.58
2020-05-26,2.56
2020-05-27,2.53
2020-05-28,2.52
2020-05-29,2.46
2020-05-31,2.49
2020-06-01,2.48
2020-06-02,2.45
2020-06-03,2.44
2020-06-04,2.44
2020-06-05,2.40
2020-06-08,2.35
2020-06-09,2.33
2020-06-10,2.29
2020-06-11,2.31
2020-06-12,2.34
2020-06-15,2.35
2020-06-16,2.27
2020-06-17,2.25
2020-06-18,2.23
2020-06-19,2.22
2020-06-22,2.23
2020-06-23,2.22
2020-06-24,2.23
2020-06-25,2.24
2020-06-26,2.22
2020-06-29,2.22
2020-06-30,2.22
2020-07-01,2.21
2020-07-02,2.17
2020-07-03,2.17
2020-07-06,2.15
2020-07-07,2.12
2020-07-08,2.12
2020-07-09,2.09
2020-07-10,2.11
2020-07-13,2.10
2020-07-14,2.08
2020-07-15,2.07
2020-07-16,2.05
2020-07-17,2.04
2020-07-20,2.02
2020-07-21,1.98
2020-07-22,1.96
2020-07-23,1.94
2020-07-24,1.95
2020-07-27,1.96
2020-07-28,1.94
2020-07-29,1.94
2020-07-30,1.92
2020-07-31,1.92
2020-08-03,1.93
2020-08-04,1.89
2020-08-05,1.89
2020-08-06,1.87
2020-08-07,1.88
2020-08-10,1.88
2020-08-11,1.94
2020-08-12,1.94
2020-08-13,1.98
2020-08-14,1.99
2020-08-17,1.98
2020-08-18,1.98
2020-08-19,1.98
2020-08-20,1.97
2020-08-21,1.96
2020-08-24,1.96
2020-08-25,1.98
2020-08-26,1.99
2020-08-27,2.03
2020-08-28,2.01
2020-08-31,1.99
2020-09-01,1.96
2020-09-02,1.93
2020-09-03,1.92
2020-09-04,2.00
2020-09-07,2.00
2020-09-08,1.98
2020-09-09,2.00
2020-09-10,1.99
2020-09-11,1.97
2020-09-14,1.97
2020-09-15,1.97
2020-09-16,1.97
2020-09-17,1.96
2020-09-18,1.97
2020-09-21,1.97
2020-09-22,1.97
2020-09-23,1.99
2020-09-24,2.02
2020-09-25,2.05
2020-09-28,2.05
2020-09-29,2.02
2020-09-30,2.05
2020-10-01,2.05
2020-10-02,2.06
2020-10-05,2.08
2020-10-06,2.04
2020-10-07,2.06
2020-10-08,2.04
2020-10-09,2.04
2020-10-12,2.04
2020-10-13,1.99
2020-10-14,1.98
2020-10-15,2.00
2020-10-16,2.00
2020-10-19,2.00
2020-10-20,2.02
2020-10-21,2.03
2020-10-22,2.05
2020-10-23,2.03
2020-10-26,2.01
2020-10-27,1.99
2020-10-28,2.01
2020-10-29,2.05
2020-10-30,2.07
2020-10-31,2.08
2020-11-02,2.07
2020-11-03,2.07
2020-11-04,1.98
2020-11-05,1.95
2020-11-06,1.97
2020-11-09,2.01
2020-11-10,2.02
2020-11-11,2.02
2020-11-12,1.97
2020-11-13,1.97
2020-11-16,1.96
2020-11-17,1.93
2020-11-18,1.92
2020-11-19,1.90
2020-11-20,1.87
2020-11-23,1.89
2020-11-24,1.89
2020-11-25,1.89
2020-11-26,1.89
2020-11-27,1.85
2020-11-30,1.85
2020-12-01,1.89
2020-12-02,1.88
2020-12-03,1.85
2020-12-04,1.88
2020-12-07,1.85
2020-12-08,1.85
2020-12-09,1.89
2020-12-10,1.86
2020-12-11,1.85
2020-12-14,1.85
2020-12-15,1.86
2020-12-16,1.84
2020-12-17,1.84
2020-12-18,1.84
2020-12-21,1.85
2020-12-22,1.82
2020-12-23,1.84
2020-12-24,1.83
2020-12-25,
2020-12-28,1.81
2020-12-29,1.80
2020-12-30,1.79
2020-12-31,1.79
2021-01-01,
2021-01-04,1.79
2021-01-05,1.83
2021-01-06,1.89
2021-01-07,1.89
2021-01-08,1.90
2021-01-11,1.91
2021-01-12,1.92
2021-01-13,1.88
2021-01-14,1.89
2021-01-15,1.87
2021-01-18,1.87
2021-01-19,1.85
2021-01-20,1.85
2021-01-21,1.87
2021-01-22,1.87
2021-01-25,1.85
2021-01-26,1.85
2021-01-27,1.84
2021-01-28,1.87
2021-01-29,1.88
2021-01-31,1.90
2021-02-01,1.89
2021-02-02,1.90
2021-02-03,1.91
2021-02-04,1.91
2021-02-05,1.91
2021-02-08,1.89
2021-02-09,1.89
2021-02-10,1.87
2021-02-11,1.88
2021-02-12,1.91
2021-02-15,1.91
2021-02-16,1.96
2021-02-17,1.95
2021-02-18,1.94
2021-02-19,1.97
2021-02-22,2.00
2021-02-23,2.02
2021-02-24,2.04
2021-02-25,2.14
2021-02-26,2.10
2021-02-28,2.11
2021-03-01,2.10
2021-03-02,2.08
2021-03-03,2.12
2021-03-04,2.18
2021-03-05,2.20
2021-03-08,2.26
2021-03-09,2.25
2021-03-10,2.23
2021-03-11,2.22
2021-03-12,2.29
2021-03-15,2.27
2021-03-16,2.27
2021-03-17,2.27
2021-03-18,2.31
2021-03-19,2.31
2021-03-22,2.27
2021-03-23,2.25
2021-03-24,2.24
2021-03-25,2.24
2021-03-26,2.26
2021-03-29,2.29
2021-03-30,2.28
2021-03-31,2.30
2021-04-01,2.24
2021-04-02,
2021-04-05,2.26
2021-04-06,2.22
2021-04-07,2.21
2021-04-08,2.20
2021-04-09,2.21
2021-04-12,2.22
2021-04-13,2.19
2021-04-14,2.19
2021-04-15,2.13
2021-04-16,2.16
2021-04-19,2.18
2021-04-20,2.17
2021-04-21,2.17
2021-04-22,2.16
2021-04-23,2.16
2021-04-26,2.16
2021-04-27,2.18
2021-04-28,2.18
2021-04-29,2.18
2021-04-30,2.20
2021-05-03,2.17
2021-05-04,2.17
2021-05-05,2.15
2021-05-06,2.14
2021-05-07,2.14
2021-05-10,2.15
2021-05-11,2.18
2021-05-12,2.23
2021-05-13,2.21
2021-05-14,2.18
2021-05-17,2.17
2021-05-18,2.17
2021-05-19,2.21
2021-05-20,2.17
2021-05-21,2.16
2021-05-24,2.14
2021-05-25,2.11
2021-05-26,2.11
2021-05-27,2.13
2021-05-28,2.11
2021-05-31,2.14
2021-06-01,2.15
2021-06-02,2.13
2021-06-03,2.16
2021-06-04,2.12
2021-06-07,2.12
2021-06-08,2.10
2021-06-09,2.07
2021-06-10,2.05
2021-06-11,2.05
2021-06-14,2.08
2021-06-15,2.07
2021-06-16,2.12
2021-06-17,2.08
2021-06-18,2.06
2021-06-21,2.08
2021-06-22,2.07
2021-06-23,2.09
2021-06-24,2.08
2021-06-25,2.11
2021-06-28,2.07
2021-06-29,2.06
2021-06-30,2.05
2021-07-01,2.08
2021-07-02,2.05
2021-07-05,2.05
2021-07-06,2.01
2021-07-07,1.98
2021-07-08,1.97
2021-07-09,2.01
2021-07-12,2.02
2021-07-13,2.06
2021-07-14,2.01
2021-07-15,1.99
2021-07-16,1.99
2021-07-19,1.93
2021-07-20,1.95
2021-07-21,1.99
2021-07-22,1.97
2021-07-23,1.98
2021-07-26,1.97
2021-07-27,1.95
2021-07-28,1.96
2021-07-29,1.96
2021-07-30,1.94
2021-07-31,1.95
2021-08-02,1.92
2021-08-03,1.92
2021-08-04,1.93
2021-08-05,1.96
2021-08-06,2.01
2021-08-09,2.03
2021-08-10,2.05
2021-08-11,2.06
2021-08-12,2.06
2021-08-13,2.01
2021-08-16,1.98
2021-08-17,1.99
2021-08-18,2.00
2021-08-19,2.00
2021-08-20,2.01
2021-08-23,2.00
2021-08-24,2.01
2021-08-25,2.04
2021-08-26,2.03
2021-08-27,2.00
2021-08-30,1.98
2021-08-31,2.00
2021-09-01,2.00
2021-09-02,1.99
2021-09-03,2.01
2021-09-06,2.01
2021-09-07,2.04
2021-09-08,2.02
2021-09-09,1.99
2021-09-10,2.01
2021-09-13,1.99
2021-09-14,1.96
2021-09-15,1.97
2021-09-16,1.99
2021-09-17,2.01
2021-09-20,1.98
2021-09-21,1.99
2021-09-22,2.00
2021-09-23,2.04
2021-09-24,2.07
2021-09-27,2.07
2021-09-28,2.11
2021-09-29,2.12
2021-09-30,2.14
2021-10-01,2.10
2021-10-04,2.11
2021-10-05,2.14
2021-10-06,2.15
2021-10-07,2.18
2021-10-08,2.21
2021-10-11,2.21
2021-10-12,2.21
2021-10-13,2.19
2021-10-14,2.17
2021-10-15,2.20
2021-10-18,2.21
2021-10-19,2.23
2021-10-20,2.24
2021-10-21,2.28
2021-10-22,2.28
2021-10-25,2.25
2021-10-26,2.24
2021-10-27,2.18
2021-10-28,2.21
2021-10-29,2.21
2021-10-31,2.23
2021-11-01,2.25
2021-11-02,2.22
2021-11-03,2.24
2021-11-04,2.19
2021-11-05,2.13
2021-11-08,2.16
2021-11-09,2.12
2021-11-10,2.22
2021-11-11,2.23
2021-11-12,2.26
2021-11-15,2.29
2021-11-16,2.32
2021-11-17,2.30
2021-11-18,2.29
2021-11-19,2.26
2021-11-22,2.34
2021-11-23,2.38
2021-11-24,2.38
2021-11-25,2.38
2021-11-26,2.29
2021-11-29,2.31
2021-11-30,2.29
2021-12-01,2.30
2021-12-02,2.33
2021-12-03,2.25
2021-12-06,2.31
2021-12-07,2.33
2021-12-08,2.35
2021-12-09,2.34
2021-12-10,2.35
2021-12-13,2.30
2021-12-14,2.32
2021-12-15,2.35
2021-12-16,2.31
2021-12-17,2.30
2021-12-20,2.32
2021-12-21,2.36
2021-12-22,2.33
2021-12-23,2.36
2021-12-24,
2021-12-27,2.35
2021-12-28,2.34
2021-12-29,2.37
2021-12-30,2.35
2021-12-31,2.35
2022-01-03,2.45
2022-01-04,2.46
2022-01-05,2.49
2022-01-06,2.52
2022-01-07,2.54
2022-01-10,2.57
2022-01-11,2.55
2022-01-12,2.54
2022-01-13,2.54
2022-01-14,2.60
2022-01-17,2.60
2022-01-18,2.69
2022-01-19,2.66
2022-01-20,2.67
2022-01-21,2.64
2022-01-24,2.64
2022-01-25,2.68
2022-01-26,2.73
2022-01-27,2.75
2022-01-28,2.76
2022-01-31,2.78
2022-02-01,2.78
2022-02-02,2.75
2022-02-03,2.80
2022-02-04,2.92
2022-02-07,2.91
2022-02-08,2.94
2022-02-09,2.92
2022-02-10,3.05
2022-02-11,3.01
2022-02-14,3.07
2022-02-15,3.10
2022-02-16,3.12
2022-02-17,3.09
2022-02-18,3.09
2022-02-21,3.09
2022-02-22,3.13
2022-02-23,3.17
2022-02-24,3.21
2022-02-25,3.21
2022-02-28,3.11
2022-03-01,3.02
2022-03-02,3.18
2022-03-03,3.17
2022-03-04,3.13
2022-03-07,3.21
2022-03-08,3.37
2022-03-09,3.41
2022-03-10,3.49
2022-03-11,3.51
2022-03-14,3.64
2022-03-15,3.66
2022-03-16,3.65
2022-03-17,3.58
2022-03-18,3.53
2022-03-21,3.66
2022-03-22,3.68
2022-03-23,3.63
2022-03-24,3.66
2022-03-25,3.78
2022-03-28,3.77
2022-03-29,3.69
2022-03-30,3.64
2022-03-31,3.59
2022-04-01,3.64
2022-04-04,3.65
2022-04-05,3.74
2022-04-06,3.79
2022-04-07,3.81
2022-04-08,3.89
2022-04-11,3.96
2022-04-12,3.91
2022-04-13,3.90
2022-04-14,3.99
2022-04-15,
2022-04-18,4.03
2022-04-19,4.11
2022-04-20,4.07
2022-04-21,4.17
2022-04-22,4.20
2022-04-25,4.14
2022-04-26,4.10
2022-04-27,4.13
2022-04-28,4.19
2022-04-29,4.24
2022-04-30,4.27
2022-05-02,4.36
2022-05-03,4.33
2022-05-04,4.27
2022-05-05,4.38
2022-05-06,4.43
2022-05-09,4.42
2022-05-10,4.36
2022-05-11,4.32
2022-05-12,4.26
2022-05-13,4.36
2022-05-16,4.33
2022-05-17,4.43
2022-05-18,4.40
2022-05-19,4.38
2022-05-20,4.33
2022-05-23,4.38
2022-05-24,4.28
2022-05-25,4.22
2022-05-26,4.17
2022-05-27,4.15
2022-05-30,4.16
2022-05-31,4.23
2022-06-01,4.29
2022-06-02,4.28
2022-06-03,4.32
2022-06-06,4.38
2022-06-07,4.34
2022-06-08,4.38
2022-06-09,4.42
2022-06-10,4.59
2022-06-13,4.85
