observation_date,BAMLC0A0CMEY
2012-10-17,2.79
2012-10-18,2.78
2012-10-19,2.75
2012-10-22,2.77
2012-10-23,2.77
2012-10-24,2.77
2012-10-25,2.81
2012-10-26,2.76
2012-10-29,2.74
2012-10-30,
2012-10-31,2.74
2012-11-01,2.76
2012-11-02,2.76
2012-11-05,2.74
2012-11-06,2.78
2012-11-07,2.73
2012-11-08,2.72
2012-11-09,2.73
2012-11-12,2.72
2012-11-13,2.73
2012-11-14,2.73
2012-11-15,2.75
2012-11-16,2.75
2012-11-19,2.76
2012-11-20,2.79
2012-11-21,2.81
2012-11-22,2.81
2012-11-23,2.81
2012-11-26,2.79
2012-11-27,2.77
2012-11-28,2.76
2012-11-29,2.75
2012-11-30,2.75
2012-12-03,2.76
2012-12-04,2.75
2012-12-05,2.74
2012-12-06,2.73
2012-12-07,2.75
2012-12-10,2.74
2012-12-11,2.76
2012-12-12,2.78
2012-12-13,2.80
2012-12-14,2.79
2012-12-17,2.81
2012-12-18,2.84
2012-12-19,2.81
2012-12-20,2.81
2012-12-21,2.78
2012-12-24,2.80
2012-12-25,
2012-12-26,2.79
2012-12-27,2.75
2012-12-28,2.75
2012-12-31,2.77
2013-01-01,
2013-01-02,2.80
2013-01-03,2.82
2013-01-04,2.82
2013-01-07,2.80
2013-01-08,2.77
2013-01-09,2.76
2013-01-10,2.78
2013-01-11,2.77
2013-01-14,2.76
2013-01-15,2.75
2013-01-16,2.75
2013-01-17,2.78
2013-01-18,2.76
2013-01-21,2.76
2013-01-22,2.75
2013-01-23,2.75
2013-01-24,2.76
2013-01-25,2.82
2013-01-28,2.83
2013-01-29,2.83
2013-01-30,2.85
2013-01-31,2.87
2013-02-01,2.88
2013-02-04,2.86
2013-02-05,2.89
2013-02-06,2.86
2013-02-07,2.85
2013-02-08,2.86
2013-02-11,2.85
2013-02-12,2.87
2013-02-13,2.89
2013-02-14,2.86
2013-02-15,2.86
2013-02-18,2.86
2013-02-19,2.88
2013-02-20,2.87
2013-02-21,2.84
2013-02-22,2.83
2013-02-25,2.79
2013-02-26,2.79
2013-02-27,2.80
2013-02-28,2.80
2013-03-01,2.79
2013-03-04,2.80
2013-03-05,2.80
2013-03-06,2.83
2013-03-07,2.86
2013-03-08,2.89
2013-03-11,2.88
2013-03-12,2.86
2013-03-13,2.86
2013-03-14,2.86
2013-03-15,2.83
2013-03-18,2.81
2013-03-19,2.79
2013-03-20,2.81
2013-03-21,2.81
2013-03-22,2.81
2013-03-25,2.80
2013-03-26,2.81
2013-03-27,2.79
2013-03-28,2.80
2013-03-29,
2013-03-31,2.82
2013-04-01,2.81
2013-04-02,2.82
2013-04-03,2.79
2013-04-04,2.75
2013-04-05,2.71
2013-04-08,2.72
2013-04-09,2.72
2013-04-10,2.75
2013-04-11,2.74
2013-04-12,2.70
2013-04-15,2.69
2013-04-16,2.70
2013-04-17,2.70
2013-04-18,2.69
2013-04-19,2.70
2013-04-22,2.69
2013-04-23,2.68
2013-04-24,2.68
2013-04-25,2.68
2013-04-26,2.65
2013-04-29,2.65
2013-04-30,2.67
2013-05-01,2.65
2013-05-02,2.64
2013-05-03,2.70
2013-05-06,2.70
2013-05-07,2.71
2013-05-08,2.69
2013-05-09,2.70
2013-05-10,2.76
2013-05-13,2.77
2013-05-14,2.78
2013-05-15,2.78
2013-05-16,2.72
2013-05-17,2.77
2013-05-20,2.78
2013-05-21,2.77
2013-05-22,2.81
2013-05-23,2.82
2013-05-24,2.82
2013-05-27,2.81
2013-05-28,2.89
2013-05-29,2.92
2013-05-30,2.92
2013-05-31,3.00
2013-06-03,3.00
2013-06-04,3.02
2013-06-05,3.03
2013-06-06,3.03
2013-06-07,3.09
2013-06-10,3.13
2013-06-11,3.15
2013-06-12,3.18
2013-06-13,3.15
2013-06-14,3.08
2013-06-17,3.10
2013-06-18,3.11
2013-06-19,3.22
2013-06-20,3.37
2013-06-21,3.45
2013-06-24,3.54
2013-06-25,3.56
2013-06-26,3.51
2013-06-27,3.44
2013-06-28,3.43
2013-06-30,3.44
2013-07-01,3.44
2013-07-02,3.42
2013-07-03,3.45
2013-07-04,3.45
2013-07-05,3.59
2013-07-08,3.52
2013-07-09,3.49
2013-07-10,3.51
2013-07-11,3.42
2013-07-12,3.44
2013-07-15,3.39
2013-07-16,3.36
2013-07-17,3.32
2013-07-18,3.32
2013-07-19,3.28
2013-07-22,3.27
2013-07-23,3.28
2013-07-24,3.33
2013-07-25,3.34
2013-07-26,3.30
2013-07-29,3.32
2013-07-30,3.33
2013-07-31,3.34
2013-08-01,3.42
2013-08-02,3.33
2013-08-05,3.35
2013-08-06,3.35
2013-08-07,3.33
2013-08-08,3.32
2013-08-09,3.32
2013-08-12,3.33
2013-08-13,3.41
2013-08-14,3.40
2013-08-15,3.45
2013-08-16,3.49
2013-08-19,3.53
2013-08-20,3.49
2013-08-21,3.54
2013-08-22,3.58
2013-08-23,3.52
2013-08-26,3.50
2013-08-27,3.45
2013-08-28,3.49
2013-08-29,3.47
2013-08-30,
2013-09-02,3.48
2013-09-03,3.56
2013-09-04,3.60
2013-09-05,3.68
2013-09-06,3.64
2013-09-09,3.59
2013-09-10,3.64
2013-09-11,3.60
2013-09-12,3.59
2013-09-13,3.58
2013-09-16,3.54
2013-09-17,3.52
2013-09-18,3.41
2013-09-19,3.41
2013-09-20,3.40
2013-09-23,3.38
2013-09-24,3.34
2013-09-25,3.32
2013-09-26,3.34
2013-09-27,3.33
2013-09-30,3.38
2013-10-01,3.40
2013-10-02,3.37
2013-10-03,3.35
2013-10-04,3.38
2013-10-07,3.37
2013-10-08,3.38
2013-10-09,3.38
2013-10-10,3.38
2013-10-11,3.37
2013-10-14,3.36
2013-10-15,3.37
2013-10-16,3.33
2013-10-17,3.26
2013-10-18,3.25
2013-10-21,3.26
2013-10-22,3.20
2013-10-23,3.18
2013-10-24,3.20
2013-10-25,3.19
2013-10-28,3.19
2013-10-29,3.18
2013-10-30,3.19
2013-10-31,3.22
2013-11-01,3.26
2013-11-04,3.25
2013-11-05,3.29
2013-11-06,3.27
2013-11-07,3.25
2013-11-08,3.34
2013-11-11,3.33
2013-11-12,3.36
2013-11-13,3.33
2013-11-14,3.28
2013-11-15,3.28
2013-11-18,3.24
2013-11-19,3.26
2013-11-20,3.29
2013-11-21,3.28
2013-11-22,3.26
2013-11-25,3.25
2013-11-26,3.22
2013-11-27,3.24
2013-11-28,3.24
2013-11-29,3.24
2013-11-30,3.26
2013-12-02,3.29
2013-12-03,3.26
2013-12-04,3.31
2013-12-05,3.32
2013-12-06,3.33
2013-12-09,3.31
2013-12-10,3.27
2013-12-11,3.29
2013-12-12,3.32
2013-12-13,3.30
2013-12-16,3.30
2013-12-17,3.26
2013-12-18,3.27
2013-12-19,3.30
2013-12-20,3.28
2013-12-23,3.31
2013-12-24,3.35
2013-12-25,
2013-12-26,3.35
2013-12-27,3.35
2013-12-30,3.32
2013-12-31,3.35
2014-01-01,
2014-01-02,3.33
2014-01-03,3.33
2014-01-06,3.30
2014-01-07,3.28
2014-01-08,3.33
2014-01-09,3.31
2014-01-10,3.23
2014-01-13,3.20
2014-01-14,3.23
2014-01-15,3.24
2014-01-16,3.21
2014-01-17,3.20
2014-01-20,3.20
2014-01-21,3.19
2014-01-22,3.23
2014-01-23,3.17
2014-01-24,3.17
2014-01-27,3.19
2014-01-28,3.18
2014-01-29,3.14
2014-01-30,3.15
2014-01-31,3.18
2014-02-03,3.13
2014-02-04,3.15
2014-02-05,3.18
2014-02-06,3.19
2014-02-07,3.15
2014-02-10,3.15
2014-02-11,3.17
2014-02-12,3.20
2014-02-13,3.15
2014-02-14,3.15
2014-02-17,3.15
2014-02-18,3.12
2014-02-19,3.14
2014-02-20,3.15
2014-02-21,3.14
2014-02-24,3.14
2014-02-25,3.10
2014-02-26,3.08
2014-02-27,3.06
2014-02-28,3.09
2014-03-03,3.06
2014-03-04,3.11
2014-03-05,3.11
2014-03-06,3.14
2014-03-07,3.19
2014-03-10,3.18
2014-03-11,3.17
2014-03-12,3.16
2014-03-13,3.11
2014-03-14,3.12
2014-03-17,3.15
2014-03-18,3.12
2014-03-19,3.20
2014-03-20,3.21
2014-03-21,3.19
2014-03-24,3.18
2014-03-25,3.17
2014-03-26,3.14
2014-03-27,3.12
2014-03-28,3.14
2014-03-31,3.19
2014-04-01,3.20
2014-04-02,3.23
2014-04-03,3.21
2014-04-04,3.16
2014-04-07,3.13
2014-04-08,3.12
2014-04-09,3.10
2014-04-10,3.06
2014-04-11,3.05
2014-04-14,3.06
2014-04-15,3.07
2014-04-16,3.08
2014-04-17,3.12
2014-04-18,
2014-04-21,3.12
2014-04-22,3.12
2014-04-23,3.10
2014-04-24,3.10
2014-04-25,3.09
2014-04-28,3.10
2014-04-29,3.11
2014-04-30,3.10
2014-05-01,3.06
2014-05-02,3.06
2014-05-05,3.07
2014-05-06,3.06
2014-05-07,3.04
2014-05-08,3.02
2014-05-09,3.04
2014-05-12,3.06
2014-05-13,3.03
2014-05-14,2.97
2014-05-15,2.95
2014-05-16,2.96
2014-05-19,2.96
2014-05-20,2.94
2014-05-21,2.96
2014-05-22,2.98
2014-05-23,2.96
2014-05-26,2.96
2014-05-27,2.94
2014-05-28,2.89
2014-05-29,2.90
2014-05-30,2.91
2014-05-31,2.93
2014-06-02,2.99
2014-06-03,3.02
2014-06-04,3.03
2014-06-05,3.01
2014-06-06,3.01
2014-06-09,3.02
2014-06-10,3.04
2014-06-11,3.04
2014-06-12,3.00
2014-06-13,3.03
2014-06-16,3.02
2014-06-17,3.06
2014-06-18,3.04
2014-06-19,3.02
2014-06-20,3.03
2014-06-23,3.02
2014-06-24,2.99
2014-06-25,2.97
2014-06-26,2.95
2014-06-27,2.95
2014-06-30,2.97
2014-07-01,3.01
2014-07-02,3.05
2014-07-03,3.07
2014-07-04,3.07
2014-07-07,3.05
2014-07-08,3.02
2014-07-09,3.00
2014-07-10,2.99
2014-07-11,2.98
2014-07-14,3.00
2014-07-15,3.00
2014-07-16,3.00
2014-07-17,2.97
2014-07-18,2.98
2014-07-21,2.99
2014-07-22,2.97
2014-07-23,2.97
2014-07-24,3.00
2014-07-25,2.98
2014-07-28,2.99
2014-07-29,2.97
2014-07-30,3.04
2014-07-31,3.06
2014-08-01,3.03
2014-08-04,3.02
2014-08-05,3.02
2014-08-06,3.02
2014-08-07,2.99
2014-08-08,2.99
2014-08-11,2.99
2014-08-12,3.00
2014-08-13,2.98
2014-08-14,2.95
2014-08-15,2.92
2014-08-18,2.95
2014-08-19,2.96
2014-08-20,2.99
2014-08-21,2.97
2014-08-22,2.98
2014-08-25,2.97
2014-08-26,2.96
2014-08-27,2.94
2014-08-28,2.92
2014-08-29,2.93
2014-08-31,2.95
2014-09-01,2.94
2014-09-02,3.00
2014-09-03,2.99
2014-09-04,3.02
2014-09-05,3.02
2014-09-08,3.03
2014-09-09,3.06
2014-09-10,3.09
2014-09-11,3.09
2014-09-12,3.14
2014-09-15,3.12
2014-09-16,3.12
2014-09-17,3.13
2014-09-18,3.15
2014-09-19,3.12
2014-09-22,3.10
2014-09-23,3.08
2014-09-24,3.11
2014-09-25,3.08
2014-09-26,3.12
2014-09-29,3.10
2014-09-30,3.16
2014-10-01,3.09
2014-10-02,3.11
2014-10-03,3.12
2014-10-06,3.09
2014-10-07,3.04
2014-10-08,3.01
2014-10-09,3.01
2014-10-10,3.01
2014-10-13,3.00
2014-10-14,2.93
2014-10-15,2.87
2014-10-16,2.93
2014-10-17,2.96
2014-10-20,2.94
2014-10-21,2.95
2014-10-22,2.97
2014-10-23,3.00
2014-10-24,3.00
2014-10-27,2.99
2014-10-28,3.01
2014-10-29,3.05
2014-10-30,3.04
2014-10-31,3.09
2014-11-03,3.10
2014-11-04,3.11
2014-11-05,3.12
2014-11-06,3.14
2014-11-07,3.10
2014-11-10,3.14
2014-11-11,3.13
2014-11-12,3.14
2014-11-13,3.13
2014-11-14,3.12
2014-11-17,3.14
2014-11-18,3.14
2014-11-19,3.17
2014-11-20,3.16
2014-11-21,3.13
2014-11-24,3.12
2014-11-25,3.09
2014-11-26,3.07
2014-11-27,3.06
2014-11-28,3.04
2014-11-30,3.06
2014-12-01,3.09
2014-12-02,3.15
2014-12-03,3.16
2014-12-04,3.14
2014-12-05,3.21
2014-12-08,3.19
2014-12-09,3.18
2014-12-10,3.15
2014-12-11,3.17
2014-12-12,3.13
2014-12-15,3.18
2014-12-16,3.18
2014-12-17,3.24
2014-12-18,3.25
2014-12-19,3.22
2014-12-22,3.21
2014-12-23,3.27
2014-12-24,3.27
2014-12-25,
2014-12-26,3.26
2014-12-29,3.22
2014-12-30,3.20
2014-12-31,3.21
2015-01-01,
2015-01-02,3.18
2015-01-05,3.14
2015-01-06,3.10
2015-01-07,3.09
2015-01-08,3.11
2015-01-09,3.07
2015-01-12,3.03
2015-01-13,3.02
2015-01-14,2.99
2015-01-15,2.95
2015-01-16,
2015-01-19,2.99
2015-01-20,2.98
2015-01-21,3.01
2015-01-22,3.03
2015-01-23,2.97
2015-01-26,2.98
2015-01-27,2.97
2015-01-28,2.91
2015-01-29,2.93
2015-01-30,2.88
2015-01-31,2.91
2015-02-02,2.90
2015-02-03,2.97
2015-02-04,2.97
2015-02-05,2.98
2015-02-06,3.07
2015-02-09,3.07
2015-02-10,3.10
2015-02-11,3.10
2015-02-12,3.07
2015-02-13,3.10
2015-02-16,3.09
2015-02-17,3.16
2015-02-18,3.08
2015-02-19,3.11
2015-02-20,3.12
2015-02-23,3.06
2015-02-24,3.00
2015-02-25,3.00
2015-02-26,3.03
2015-02-27,3.02
2015-02-28,2.98
2015-03-02,3.04
2015-03-03,3.06
2015-03-04,3.06
2015-03-05,3.04
2015-03-06,3.14
2015-03-09,3.10
2015-03-10,3.07
2015-03-11,3.07
2015-03-12,3.05
2015-03-13,3.07
2015-03-16,3.07
2015-03-17,3.06
2015-03-18,2.97
2015-03-19,3.00
2015-03-20,2.96
2015-03-23,2.94
2015-03-24,2.91
2015-03-25,2.94
2015-03-26,3.01
2015-03-27,2.95
2015-03-30,2.96
2015-03-31,2.94
2015-04-01,2.89
2015-04-02,2.91
2015-04-03,
2015-04-06,2.89
2015-04-07,2.88
2015-04-08,2.88
2015-04-09,2.92
2015-04-10,2.92
2015-04-13,2.90
2015-04-14,2.87
2015-04-15,2.86
2015-04-16,2.85
2015-04-17,2.84
2015-04-20,2.87
2015-04-21,2.88
2015-04-22,2.92
2015-04-23,2.90
2015-04-24,2.87
2015-04-27,2.88
2015-04-28,2.92
2015-04-29,2.96
2015-04-30,3.01
2015-05-01,3.06
2015-05-04,3.06
2015-05-05,3.09
2015-05-06,3.13
2015-05-07,3.11
2015-05-08,3.07
2015-05-11,3.15
2015-05-12,3.14
2015-05-13,3.14
2015-05-14,3.10
2015-05-15,3.04
2015-05-18,3.10
2015-05-19,3.13
2015-05-20,3.13
2015-05-21,3.09
2015-05-22,3.14
2015-05-25,
2015-05-26,3.08
2015-05-27,3.08
2015-05-28,3.08
2015-05-29,3.06
2015-05-31,3.09
2015-06-01,3.17
2015-06-02,3.22
2015-06-03,3.28
2015-06-04,3.25
2015-06-05,3.32
2015-06-08,3.30
2015-06-09,3.34
2015-06-10,3.38
2015-06-11,3.33
2015-06-12,3.33
2015-06-15,3.31
2015-06-16,3.30
2015-06-17,3.28
2015-06-18,3.31
2015-06-19,3.25
2015-06-22,3.31
2015-06-23,3.35
2015-06-24,3.32
2015-06-25,3.34
2015-06-26,3.39
2015-06-29,3.30
2015-06-30,3.34
2015-07-01,3.39
2015-07-02,3.35
2015-07-03,3.35
2015-07-06,3.27
2015-07-07,3.25
2015-07-08,3.24
2015-07-09,3.31
2015-07-10,3.39
2015-07-13,3.40
2015-07-14,3.37
2015-07-15,3.35
2015-07-16,3.36
2015-07-17,3.35
2015-07-20,3.38
2015-07-21,3.36
2015-07-22,3.36
2015-07-23,3.34
2015-07-24,3.34
2015-07-27,3.32
2015-07-28,3.34
2015-07-29,3.36
2015-07-30,3.35
2015-07-31,3.34
2015-08-03,3.31
2015-08-04,3.37
2015-08-05,3.41
2015-08-06,3.39
2015-08-07,3.37
2015-08-10,3.41
2015-08-11,3.34
2015-08-12,3.35
2015-08-13,3.41
2015-08-14,3.41
2015-08-17,3.38
2015-08-18,3.42
2015-08-19,3.37
2015-08-20,3.36
2015-08-21,3.34
2015-08-24,3.33
2015-08-25,3.43
2015-08-26,3.46
2015-08-27,3.44
2015-08-28,3.45
2015-08-31,3.48
2015-09-01,3.46
2015-09-02,3.47
2015-09-03,3.44
2015-09-04,3.41
2015-09-07,3.41
2015-09-08,3.45
2015-09-09,3.44
2015-09-10,3.46
2015-09-11,3.43
2015-09-14,3.43
2015-09-15,3.51
2015-09-16,3.52
2015-09-17,3.43
2015-09-18,3.37
2015-09-21,3.43
2015-09-22,3.37
2015-09-23,3.39
2015-09-24,3.39
2015-09-25,3.43
2015-09-28,3.41
2015-09-29,3.40
2015-09-30,3.43
2015-10-01,3.43
2015-10-02,3.38
2015-10-05,3.42
2015-10-06,3.39
2015-10-07,3.39
2015-10-08,3.42
2015-10-09,3.41
2015-10-12,3.41
2015-10-13,3.37
2015-10-14,3.31
2015-10-15,3.34
2015-10-16,3.34
2015-10-19,3.34
2015-10-20,3.37
2015-10-21,3.33
2015-10-22,3.31
2015-10-23,3.34
2015-10-26,3.32
2015-10-27,3.30
2015-10-28,3.36
2015-10-29,3.41
2015-10-30,3.40
2015-10-31,3.42
2015-11-02,3.44
2015-11-03,3.47
2015-11-04,3.48
2015-11-05,3.48
2015-11-06,3.55
2015-11-09,3.56
2015-11-10,3.54
2015-11-11,3.53
2015-11-12,3.55
2015-11-13,3.52
2015-11-16,3.51
2015-11-17,3.50
2015-11-18,3.51
2015-11-19,3.50
2015-11-20,3.51
2015-11-23,3.50
2015-11-24,3.50
2015-11-25,3.50
2015-11-26,3.50
2015-11-27,3.50
2015-11-30,3.50
2015-12-01,3.45
2015-12-02,3.47
2015-12-03,3.58
2015-12-04,3.54
2015-12-07,3.52
2015-12-08,3.55
2015-12-09,3.53
2015-12-10,3.56
2015-12-11,3.51
2015-12-14,3.61
2015-12-15,3.64
2015-12-16,3.66
2015-12-17,3.64
2015-12-18,3.61
2015-12-21,3.61
2015-12-22,3.65
2015-12-23,3.66
2015-12-24,3.65
2015-12-25,
2015-12-28,3.64
2015-12-29,3.70
2015-12-30,3.69
2015-12-31,3.68
2016-01-01,
2016-01-04,3.66
2016-01-05,3.66
2016-01-06,3.61
2016-01-07,3.59
2016-01-08,3.58
2016-01-11,3.60
2016-01-12,3.57
2016-01-13,3.55
2016-01-14,3.60
2016-01-15,3.59
2016-01-18,3.59
2016-01-19,3.61
2016-01-20,3.63
2016-01-21,3.65
2016-01-22,3.67
2016-01-25,3.66
2016-01-26,3.65
2016-01-27,3.66
2016-01-28,3.65
2016-01-29,3.61
2016-01-31,3.62
2016-02-01,3.66
2016-02-02,3.61
2016-02-03,3.63
2016-02-04,3.62
2016-02-05,3.62
2016-02-08,3.57
2016-02-09,3.60
2016-02-10,3.60
2016-02-11,3.59
2016-02-12,3.67
2016-02-15,3.66
2016-02-16,3.67
2016-02-17,3.69
2016-02-18,3.63
2016-02-19,3.63
2016-02-22,3.63
2016-02-23,3.61
2016-02-24,3.61
2016-02-25,3.57
2016-02-26,3.62
2016-02-29,3.55
2016-03-01,3.60
2016-03-02,3.59
2016-03-03,3.56
2016-03-04,3.58
2016-03-07,3.58
2016-03-08,3.52
2016-03-09,3.55
2016-03-10,3.55
2016-03-11,3.55
2016-03-14,3.51
2016-03-15,3.49
2016-03-16,3.45
2016-03-17,3.40
2016-03-18,3.35
2016-03-21,3.37
2016-03-22,3.37
2016-03-23,3.32
2016-03-24,3.34
2016-03-25,
2016-03-28,3.32
2016-03-29,3.26
2016-03-30,3.25
2016-03-31,3.21
2016-04-01,3.21
2016-04-04,3.19
2016-04-05,3.15
2016-04-06,3.17
2016-04-07,3.12
2016-04-08,3.14
2016-04-11,3.14
2016-04-12,3.17
2016-04-13,3.15
2016-04-14,3.15
2016-04-15,3.11
2016-04-18,3.12
2016-04-19,3.12
2016-04-20,3.15
2016-04-21,3.14
2016-04-22,3.15
2016-04-25,3.15
2016-04-26,3.16
2016-04-27,3.12
2016-04-28,3.08
2016-04-29,3.06
2016-04-30,3.07
2016-05-02,3.10
2016-05-03,3.06
2016-05-04,3.05
2016-05-05,3.03
2016-05-06,3.06
2016-05-09,3.04
2016-05-10,3.04
2016-05-11,3.03
2016-05-12,3.06
2016-05-13,3.04
2016-05-16,3.07
2016-05-17,3.08
2016-05-18,3.18
2016-05-19,3.16
2016-05-20,3.16
2016-05-23,3.16
2016-05-24,3.17
2016-05-25,3.17
2016-05-26,3.12
2016-05-27,3.13
2016-05-30,3.12
2016-05-31,3.14
2016-06-01,3.15
2016-06-02,3.13
2016-06-03,3.04
2016-06-06,3.04
2016-06-07,3.03
2016-06-08,3.02
2016-06-09,3.00
2016-06-10,2.98
2016-06-13,2.97
2016-06-14,2.98
2016-06-15,2.96
2016-06-16,2.96
2016-06-17,2.99
2016-06-20,3.00
2016-06-21,3.02
2016-06-22,3.00
2016-06-23,3.02
2016-06-24,2.95
2016-06-27,2.88
2016-06-28,2.88
2016-06-29,2.88
2016-06-30,2.90
2016-07-01,2.86
2016-07-04,2.86
2016-07-05,2.79
2016-07-06,2.80
2016-07-07,2.79
2016-07-08,2.77
2016-07-11,2.80
2016-07-12,2.84
2016-07-13,2.80
2016-07-14,2.82
2016-07-15,2.86
2016-07-18,2.85
2016-07-19,2.83
2016-07-20,2.85
2016-07-21,2.82
2016-07-22,2.82
2016-07-25,2.83
2016-07-26,2.83
2016-07-27,2.80
2016-07-28,2.80
2016-07-29,2.76
2016-07-31,2.77
2016-08-01,2.79
2016-08-02,2.83
2016-08-03,2.83
2016-08-04,2.79
2016-08-05,2.85
2016-08-08,2.85
2016-08-09,2.81
2016-08-10,2.77
2016-08-11,2.83
2016-08-12,2.78
2016-08-15,2.79
2016-08-16,2.81
2016-08-17,2.79
2016-08-18,2.76
2016-08-19,2.79
2016-08-22,2.76
2016-08-23,2.76
2016-08-24,2.76
2016-08-25,2.78
2016-08-26,2.83
2016-08-29,2.77
2016-08-30,2.77
2016-08-31,2.79
2016-09-01,2.79
2016-09-02,2.81
2016-09-05,2.81
2016-09-06,2.76
2016-09-07,2.76
2016-09-08,2.82
2016-09-09,2.87
2016-09-12,2.88
2016-09-13,2.93
2016-09-14,2.89
2016-09-15,2.89
2016-09-16,2.90
2016-09-19,2.89
2016-09-20,2.89
2016-09-21,2.88
2016-09-22,2.84
2016-09-23,2.83
2016-09-26,2.81
2016-09-27,2.80
2016-09-28,2.80
2016-09-29,2.79
2016-09-30,2.84
2016-10-03,2.86
2016-10-04,2.90
2016-10-05,2.92
2016-10-06,2.93
2016-10-07,2.92
2016-10-10,2.92
2016-10-11,2.93
2016-10-12,2.94
2016-10-13,2.90
2016-10-14,2.93
2016-10-17,2.91
2016-10-18,2.89
2016-10-19,2.88
2016-10-20,2.88
2016-10-21,2.88
2016-10-24,2.89
2016-10-25,2.89
2016-10-26,2.93
2016-10-27,2.96
2016-10-28,2.96
2016-10-31,2.97
2016-11-01,2.96
2016-11-02,2.95
2016-11-03,2.96
2016-11-04,2.95
2016-11-07,2.97
2016-11-08,3.00
2016-11-09,3.13
2016-11-10,3.16
2016-11-11,3.16
2016-11-14,3.26
2016-11-15,3.26
2016-11-16,3.26
2016-11-17,3.29
2016-11-18,3.35
2016-11-21,3.36
2016-11-22,3.35
2016-11-23,3.38
2016-11-24,3.38
2016-11-25,3.39
2016-11-28,3.35
2016-11-29,3.33
2016-11-30,3.40
2016-12-01,3.45
2016-12-02,3.40
2016-12-05,3.40
2016-12-06,3.40
2016-12-07,3.36
2016-12-08,3.38
2016-12-09,3.43
2016-12-12,3.43
2016-12-13,3.43
2016-12-14,3.47
2016-12-15,3.51
2016-12-16,3.52
2016-12-19,3.48
2016-12-20,3.49
2016-12-21,3.47
2016-12-22,3.47
2016-12-23,3.46
2016-12-26,
2016-12-27,3.48
2016-12-28,3.43
2016-12-29,3.40
2016-12-30,3.37
2016-12-31,3.39
2017-01-02,
2017-01-03,3.40
2017-01-04,3.40
2017-01-05,3.33
2017-01-06,3.37
2017-01-09,3.34
2017-01-10,3.34
2017-01-11,3.33
2017-01-12,3.33
2017-01-13,3.34
2017-01-16,3.33
2017-01-17,3.29
2017-01-18,3.34
2017-01-19,3.39
2017-01-20,3.38
2017-01-23,3.32
2017-01-24,3.37
2017-01-25,3.41
2017-01-26,3.38
2017-01-27,3.36
2017-01-30,3.36
2017-01-31,3.38
2017-02-01,3.39
2017-02-02,3.39
2017-02-03,3.39
2017-02-06,3.33
2017-02-07,3.32
2017-02-08,3.29
2017-02-09,3.33
2017-02-10,3.34
2017-02-13,3.35
2017-02-14,3.37
2017-02-15,3.39
2017-02-16,3.34
2017-02-17,3.32
2017-02-20,3.32
2017-02-21,3.32
2017-02-22,3.31
2017-02-23,3.28
2017-02-24,3.23
2017-02-27,3.26
2017-02-28,3.28
2017-03-01,3.36
2017-03-02,3.38
2017-03-03,3.37
2017-03-06,3.37
2017-03-07,3.40
2017-03-08,3.44
2017-03-09,3.49
2017-03-10,3.48
2017-03-13,3.50
2017-03-14,3.50
2017-03-15,3.42
2017-03-16,3.42
2017-03-17,3.41
2017-03-20,3.38
2017-03-21,3.36
2017-03-22,3.33
2017-03-23,3.34
2017-03-24,3.33
2017-03-27,3.31
2017-03-28,3.34
2017-03-29,3.32
2017-03-30,3.33
2017-03-31,3.35
2017-04-03,3.31
2017-04-04,3.32
2017-04-05,3.32
2017-04-06,3.31
2017-04-07,3.34
2017-04-10,3.32
2017-04-11,3.27
2017-04-12,3.27
2017-04-13,3.22
2017-04-14,
2017-04-17,3.23
2017-04-18,3.18
2017-04-19,3.20
2017-04-20,3.23
2017-04-21,3.22
2017-04-24,3.24
2017-04-25,3.28
2017-04-26,3.27
2017-04-27,3.25
2017-04-28,3.24
2017-04-30,3.27
2017-05-01,3.30
2017-05-02,3.27
2017-05-03,3.28
2017-05-04,3.31
2017-05-05,3.30
2017-05-08,3.32
2017-05-09,3.33
2017-05-10,3.33
2017-05-11,3.32
2017-05-12,3.26
2017-05-15,3.25
2017-05-16,3.24
2017-05-17,3.16
2017-05-18,3.19
2017-05-19,3.19
2017-05-22,3.19
2017-05-23,3.22
2017-05-24,3.20
2017-05-25,3.19
2017-05-26,3.19
2017-05-29,3.19
2017-05-30,3.16
2017-05-31,3.18
2017-06-01,3.19
2017-06-02,3.15
2017-06-05,3.17
2017-06-06,3.14
2017-06-07,3.17
2017-06-08,3.18
2017-06-09,3.19
2017-06-12,3.20
2017-06-13,3.19
2017-06-14,3.13
2017-06-15,3.15
2017-06-16,3.14
2017-06-19,3.16
2017-06-20,3.14
2017-06-21,3.14
2017-06-22,3.14
2017-06-23,3.13
2017-06-26,3.12
2017-06-27,3.16
2017-06-28,3.16
2017-06-29,3.18
2017-06-30,3.22
2017-07-03,3.25
2017-07-04,3.25
2017-07-05,3.24
2017-07-06,3.26
2017-07-07,3.27
2017-07-10,3.25
2017-07-11,3.23
2017-07-12,3.20
2017-07-13,3.21
2017-07-14,3.18
2017-07-17,3.17
2017-07-18,3.13
2017-07-19,3.13
2017-07-20,3.12
2017-07-21,3.10
2017-07-24,3.11
2017-07-25,3.16
2017-07-26,3.12
2017-07-27,3.14
2017-07-28,3.12
2017-07-31,3.14
2017-08-01,3.11
2017-08-02,3.12
2017-08-03,3.10
2017-08-04,3.13
2017-08-07,3.12
2017-08-08,3.15
2017-08-09,3.13
2017-08-10,3.13
2017-08-11,3.12
2017-08-14,3.14
2017-08-15,3.17
2017-08-16,3.13
