Date,stock_weight,bond_weight,portfolio_value
2022-05-26,0.5,0.5,14032.55001067157
2022-05-27,0.5,0.5,14142.40527647546
2022-05-31,0.5,0.5,14295.466142967482
2022-06-01,0.5,0.5,14393.76618135327
2022-06-02,0.5,0.5,14395.938287441937
2022-06-03,0.5,0.5,14403.17897706013
2022-06-06,0.5,0.5,14548.590263750415
2022-06-07,0.5,0.5,14475.318293192275
2022-06-08,0.5,0.5,14533.822927181924
2022-06-09,0.5,0.5,14528.498885593954
2022-06-10,0.5,0.5,14552.689045095312
2022-06-13,0.5,0.5,14715.427454510052
2022-06-14,0.5,0.5,14767.341308914603
2022-06-15,0.5,0.5,14734.523148610982
2022-06-16,0.5,0.5,14463.901740818843
2022-06-17,0.5,0.5,14379.181798645139
2022-06-21,0.5,0.5,14593.727888621304
2022-06-22,0.5,0.5,14485.709234119644
2022-06-23,0.5,0.5,14410.812930912047
2022-06-24,0.5,0.5,14667.366166211423
2022-06-27,0.5,0.5,14786.956473090717
2022-06-28,0.5,0.5,14867.505763934263
2022-06-29,0.5,0.5,14537.839881154496
2022-06-30,0.5,0.5,14427.825629409484
2022-07-01,0.5,0.5,14371.211477196734
2022-07-05,0.5,0.5,14298.059559122188
2022-07-06,0.5,0.5,14510.775585098801
2022-07-07,0.5,0.5,14647.368825728674
2022-07-08,0.5,0.5,14739.853811977158
2022-07-11,0.5,0.5,14545.346419986607
2022-07-12,0.5,0.5,14500.155749081518
2022-07-13,0.5,0.5,14417.854696785886
2022-07-14,0.5,0.5,14417.554813908573
2022-07-15,0.5,0.5,14483.824985294556
2022-07-18,0.5,0.5,14572.128875296656
2022-07-19,0.5,0.5,14704.308290307457
2022-07-20,0.5,0.5,14768.353164080103
2022-07-21,0.5,0.5,14611.29272973934
2022-07-22,0.5,0.5,14443.899812130076
2022-07-25,0.5,0.5,14458.01566058648
2022-07-26,0.5,0.5,14433.892298999253
2022-07-27,0.5,0.5,14479.74675760025
2022-07-28,0.5,0.5,14452.726747940216
2022-07-29,0.5,0.5,14478.845194384592
2022-08-01,0.5,0.5,14470.5582389796
2022-08-02,0.5,0.5,14679.963612911188
2022-08-03,0.5,0.5,14728.164340095504
2022-08-04,0.5,0.5,14601.328842947009
2022-08-05,0.5,0.5,14850.376902054753
2022-08-08,0.5,0.5,14815.13217729445
2022-08-09,0.5,0.5,14810.357238423709
2022-08-10,0.5,0.5,14860.76859367037
2022-08-11,0.5,0.5,14993.135476314239
2022-08-12,0.5,0.5,14983.099217684932
2022-08-15,0.5,0.5,14920.30273539325
2022-08-16,0.5,0.5,15011.558794952905
2022-08-17,0.5,0.5,15089.277107044702
2022-08-18,0.5,0.5,15055.698598457826
2022-08-19,0.5,0.5,15159.607625416958
2022-08-22,0.5,0.5,15148.150446191758
2022-08-23,0.5,0.5,15100.583250838406
2022-08-24,0.5,0.5,15159.151744564839
2022-08-25,0.5,0.5,15127.178863350873
2022-08-26,0.5,0.5,15147.911299712514
2022-08-29,0.5,0.5,15025.285092949332
2022-08-30,0.5,0.5,15023.615992504478
2022-08-31,0.5,0.5,15047.368551232976
2022-09-01,0.5,0.5,15165.709463472993
2022-09-02,0.5,0.5,15135.216728324405
2022-09-06,0.5,0.5,15209.867140048362
2022-09-07,0.5,0.5,15191.068318790343
2022-09-08,0.5,0.5,15264.883808494473
2022-09-09,0.5,0.5,15421.855437794396
2022-09-12,0.5,0.5,15517.666981480477
2022-09-13,0.5,0.5,15518.403500983119
2022-09-14,0.5,0.5,15358.665856949461
2022-09-15,0.5,0.5,15428.822575146105
2022-09-16,0.5,0.5,15306.544614535564
2022-09-19,0.5,0.5,15389.580979290813
2022-09-20,0.5,0.5,15430.4948178662
2022-09-21,0.5,0.5,15448.148997245018
2022-09-22,0.5,0.5,15470.519756714715
2022-09-23,0.5,0.5,15426.685496008296
2022-09-26,0.5,0.5,15658.16920909717
2022-09-27,0.5,0.5,15843.188361390834
2022-09-28,0.5,0.5,15636.142059629849
2022-09-29,0.5,0.5,15672.456489432057
2022-09-30,0.5,0.5,15708.467011146053
2022-10-03,0.5,0.5,15573.798852586666
2022-10-04,0.5,0.5,15673.125588618776
2022-10-05,0.5,0.5,15846.328988419255
2022-10-06,0.5,0.5,15884.132477134784
2022-10-07,0.5,0.5,15805.894064649581
2022-10-11,0.5,0.5,15802.930462831904
2022-10-12,0.5,0.5,15746.338609997609
2022-10-13,0.5,0.5,16049.314623152235
2022-10-14,0.5,0.5,16161.250307120705
2022-10-17,0.5,0.5,16099.258116374103
2022-10-18,0.5,0.5,16204.714337100491
2022-10-19,0.5,0.5,16308.673905525295
2022-10-20,0.5,0.5,16432.54915256337
2022-10-21,0.5,0.5,16467.30822096966
2022-10-24,0.5,0.5,16569.672699493913
2022-10-25,0.5,0.5,16520.51623441254
2022-10-26,0.5,0.5,16487.737590471697
2022-10-27,0.5,0.5,16307.251324246547
2022-10-28,0.5,0.5,16486.92745803445
2022-10-31,0.5,0.5,16559.890937268494
2022-11-01,0.5,0.5,16570.60319568679
2022-11-02,0.5,0.5,16547.756623696507
2022-11-03,0.5,0.5,16366.87424829321
2022-11-04,0.5,0.5,16466.69647350478
2022-11-07,0.5,0.5,16545.647179648535
2022-11-08,0.5,0.5,16535.55828550518
2022-11-09,0.5,0.5,16406.02779459991
2022-11-10,0.5,0.5,16295.560670607492
2022-11-14,0.5,0.5,16385.452549505946
2022-11-15,0.5,0.5,16252.66806514089
2022-11-16,0.5,0.5,16057.894154527567
2022-11-17,0.5,0.5,16102.480467843381
2022-11-18,0.5,0.5,16183.535177530664
2022-11-21,0.5,0.5,16147.162097662269
2022-11-22,0.5,0.5,16149.609943990648
2022-11-23,0.5,0.5,16103.265604895849
2022-11-25,0.5,0.5,16088.943842177818
2022-11-28,0.5,0.5,16030.75604766428
2022-11-29,0.5,0.5,16048.5682339196
2022-11-30,0.5,0.5,16125.301072670083
2022-12-01,0.5,0.5,15926.2759969366
2022-12-02,0.5,0.5,15841.700752180679
2022-12-05,0.5,0.5,15954.846527925278
2022-12-06,0.5,0.5,15764.428670899164
2022-12-07,0.5,0.5,15527.737920068294
2022-12-08,0.5,0.5,15620.644295491222
2022-12-09,0.5,0.5,15746.596460954981
2022-12-12,0.5,0.5,15788.638254218247
2022-12-13,0.5,0.5,15827.315606099295
2022-12-14,0.5,0.5,15705.560361013544
2022-12-15,0.5,0.5,15520.774913415851
2022-12-16,0.5,0.5,15448.911253211947
2022-12-19,0.5,0.5,15511.551819351569
2022-12-20,0.5,0.5,15595.847755855199
2022-12-21,0.5,0.5,15656.913256490261
2022-12-22,0.5,0.5,15598.04946165776
2022-12-23,0.5,0.5,15656.112032312736
2022-12-27,0.5,0.5,15788.79450361444
2022-12-28,0.5,0.5,15835.518661012004
2022-12-29,0.5,0.5,15798.24181225425
2022-12-30,0.5,0.5,15789.627977056634
