Date,Stock Weight,Bond Weight,Portfolio Value
2020-02-14,0.0,1.0,9000.0
2020-02-18,0.0,1.0,9900.0
2020-02-19,0.14600326120853424,0.8539967387914658,8910.0
2020-02-20,0.0,1.0,8019.0
2020-02-21,0.0,1.0,7217.1
2020-02-24,0.0,1.0,6495.39
2020-02-25,0.0,1.0,5845.851000000001
2020-02-26,0.0,1.0,6430.436100000001
2020-02-27,0.0,1.0,5787.392490000001
2020-02-28,0.0,1.0,5208.653241000001
2020-03-02,0.5038054585456848,0.4961945414543152,5212.617503797495
2020-03-03,0.3017503023147583,0.6982496976852417,4691.355753417746
2020-03-04,0.021576255559921265,0.9784237444400787,4222.2201780759715
2020-03-05,0.0,1.0,3799.9981602683742
2020-03-06,0.0,1.0,4179.997976295212
2020-03-09,0.17937515676021576,0.8206248432397842,4597.997773924733
2020-03-10,0.45256489515304565,0.5474351048469543,4641.61907522317
2020-03-11,0.1953919529914856,0.8046080470085144,4924.393979515409
2020-03-12,0.1665792614221573,0.8334207385778427,5416.833377466951
2020-03-13,0.5651890635490417,0.43481093645095825,5346.209718411298
2020-03-16,0.133766770362854,0.866233229637146,5737.801648709552
2020-03-17,0.3218475580215454,0.6781524419784546,5942.2423237706735
2020-03-18,0.16658028960227966,0.8334197103977203,6536.466556147741
2020-03-19,0.4093508720397949,0.5906491279602051,6654.971554798909
2020-03-20,0.29870694875717163,0.7012930512428284,5989.474399319019
2020-03-23,0.0815126821398735,0.9184873178601265,5488.170583966436
2020-03-24,0.5560543537139893,0.44394564628601074,5549.697754997709
2020-03-25,0.5139736533164978,0.4860263466835022,5565.207665485646
2020-03-26,0.5139747262001038,0.48602527379989624,5008.686898937082
2020-03-27,0.0862240195274353,0.9137759804725647,4594.192032439526
2020-03-30,0.2438635230064392,0.7561364769935608,4358.844000075336
2020-03-31,0.26415443420410156,0.7358455657958984,3922.9596000678025
2020-04-01,0.07658322155475616,0.9234167784452438,4315.255560074583
2020-04-02,0.3170582056045532,0.6829417943954468,4157.3674409875875
2020-04-03,0.2891017198562622,0.7108982801437378,4573.104185086347
2020-04-06,0.670555830001831,0.32944416999816895,4729.098101080796
2020-04-07,0.6710008382797241,0.3289991617202759,4890.834048999171
2020-04-08,0.23790349066257477,0.7620965093374252,4634.459942600909
2020-04-09,0.6242297887802124,0.3757702112197876,4171.013948340818
2020-04-13,0.0,1.0,3753.9125535067365
2020-04-14,0.7696636915206909,0.23033630847930908,3378.521298156063
2020-04-15,0.048902370035648346,0.9510976299643517,3073.7127080796063
2020-04-16,0.42049312591552734,0.5795068740844727,3381.0839788875674
2020-04-17,0.8715771436691284,0.12842285633087158,3086.3964272051394
2020-04-20,0.346867173910141,0.653132826089859,3180.9221486714528
2020-04-21,0.04781627655029297,0.952183723449707,3499.0143635385984
2020-04-22,0.6137934923171997,0.3862065076828003,3578.647376357619
2020-04-23,0.54900723695755,0.45099276304244995,3220.7826387218574
2020-04-24,0.3192634880542755,0.6807365119457245,3542.8609025940436
2020-04-27,0.6649356484413147,0.3350643515586853,3659.7297146553897
2020-04-28,0.5162756443023682,0.48372435569763184,3671.642606471097
2020-04-29,0.5434815883636475,0.45651841163635254,3304.4783458239876
2020-04-30,0.028500773012638092,0.9714992269873619,3616.090142954485
2020-05-01,0.04275369271636009,0.9572463072836399,3946.7789158886267
2020-05-04,0.23337076604366302,0.766629233956337,4038.8851977892177
2020-05-05,0.691322922706604,0.308677077293396,3884.338933685723
2020-05-06,0.33082935214042664,0.6691706478595734,3752.9157069021676
2020-05-07,0.35924601554870605,0.640753984451294,4128.207277592384
2020-05-08,0.452553927898407,0.547446072101593,4541.0280053516235
2020-05-11,0.30969786643981934,0.6903021335601807,4226.565365960617
2020-05-12,0.12441355735063553,0.8755864426493645,3803.9088293645555
2020-05-13,0.0,1.0,3423.5179464281
2020-05-14,0.007182724308222532,0.9928172756917775,3425.9769649854447
2020-05-15,0.223670095205307,0.776329904794693,3502.6058243783928
2020-05-18,0.5869322419166565,0.4130677580833435,3152.3452419405535
2020-05-19,0.040980204939842224,0.9590197950601578,2862.94746855767
2020-05-20,0.19702880084514618,0.8029711991548538,2576.6527217019034
2020-05-21,0.15396732091903687,0.8460326790809631,2318.987449531713
2020-05-22,0.04971154406666756,0.9502884559333324,2110.1447939360305
2020-05-26,0.5691291093826294,0.4308708906173706,2139.3192799906687
2020-05-27,0.2516980469226837,0.7483019530773163,2033.0798488951407
2020-05-28,0.3837265372276306,0.6162734627723694,1829.7718640056266
2020-05-29,0.0,1.0,2012.7490504061896
2020-06-01,0.2594098150730133,0.7405901849269867,1915.8995171564213
2020-06-02,0.2382434606552124,0.7617565393447876,1815.5996716877785
2020-06-03,0.44804543256759644,0.5519545674324036,1734.2525576606847
2020-06-04,0.1473580151796341,0.8526419848203659,1611.9385048380327
2020-06-05,0.5550001263618469,0.4449998736381531,1629.6698691287565
2020-06-08,0.20273418724536896,0.797265812754631,1466.702882215881
2020-06-09,0.04195183515548706,0.9580481648445129,1323.3774020900112
2020-06-10,0.05969153344631195,0.940308466553688,1439.9162570072224
2020-06-11,0.0,1.0,1583.9078827079447
2020-06-12,0.0,1.0,1742.2986709787394
2020-06-15,0.07947897166013718,0.9205210283398628,1595.7640252197082
2020-06-16,0.47334468364715576,0.5266553163528442,1436.1876226977374
2020-06-17,0.03363558650016785,0.9663644134998322,1292.5688604279637
2020-06-18,0.0,1.0,1163.3119743851673
2020-06-19,0.3286449611186981,0.6713550388813019,1203.1798481055382
2020-06-22,0.0,1.0,1082.8618632949845
2020-06-23,0.3175259828567505,0.6824740171432495,1122.3806941363164
2020-06-24,0.0,1.0,1234.6187635499482
2020-06-25,0.0,1.0,1111.1568871949535
2020-06-26,0.0,1.0,1111.1568871949535
2020-06-29,0.0,1.0,1111.1568871949535
2020-06-30,0.4183850586414337,0.5816149413585663,1093.0194863572367
2020-07-01,0.1646290272474289,0.8353709727525711,1019.7060846818083
2020-07-02,0.25590044260025024,0.7440995573997498,969.9241238920761
2020-07-06,0.155448779463768,0.844551220536232,887.0891057227592
2020-07-07,0.028709325939416885,0.9712906740605831,884.5423326954092
2020-07-08,0.0050950138829648495,0.9949049861170352,796.9894505188989
2020-07-09,0.06341414153575897,0.936585858464241,876.6883955707889
2020-07-10,0.12868237495422363,0.8713176250457764,811.5824249810814
2020-07-13,0.3160223960876465,0.6839776039123535,730.4241824829733
2020-07-14,0.0,1.0,657.381764234676
2020-07-15,0.20627379417419434,0.7937262058258057,591.6435878112084
2020-07-16,0.0,1.0,532.4792290300876
2020-07-17,0.06265822052955627,0.9373417794704437,485.9041463190739
2020-07-20,0.12116141617298126,0.8788385838270187,449.088298585635
2020-07-21,0.05410270392894745,0.9458972960710526,406.85363275204304
2020-07-22,0.0,1.0,366.16826947683876
2020-07-23,0.0,1.0,402.7850964245227
2020-07-24,0.0,1.0,443.063606066975
2020-07-27,0.08904355764389038,0.9109564423561096,403.5287578277761
2020-07-28,0.0,1.0,403.5287578277761
2020-07-29,0.11054813116788864,0.8894518688321114,363.1758820449985
2020-07-30,0.0,1.0,363.1758820449985
2020-07-31,0.10450892150402069,0.8954910784959793,399.4934702494984
2020-08-03,0.17744958400726318,0.8225504159927368,372.88473403469237
2020-08-04,0.0,1.0,372.88473403469237
2020-08-05,0.13739413022994995,0.86260586977005,345.8426953729677
2020-08-06,0.08557987213134766,0.9144201278686523,377.1405365060393
2020-08-07,0.03150720149278641,0.9684927985072136,378.32880079351867
2020-08-10,0.05114918202161789,0.9488508179783821,416.1616808728706
2020-08-11,0.1710823029279709,0.8289176970720291,423.2814707482812
2020-08-12,0.06581352651119232,0.9341864734888077,460.27933521735713
2020-08-13,0.0619257427752018,0.9380742572247982,500.6066407956107
2020-08-14,0.0,1.0,450.54597671604967
2020-08-17,0.04827665537595749,0.9517233446240425,452.7210620009442
2020-08-18,0.040956199169158936,0.9590438008308411,454.53026785365915
2020-08-19,0.017522167414426804,0.9824778325855732,409.07724106829323
2020-08-20,0.0,1.0,368.1695169614639
2020-08-21,0.0,1.0,368.1695169614639
2020-08-24,0.15067169070243835,0.8493283092975616,404.9864686576103
2020-08-25,0.051478758454322815,0.9485212415456772,445.4851155233714
2020-08-26,0.17431209981441498,0.825687900185585,490.0336270757086
2020-08-27,0.10285379737615585,0.8971462026238441,451.11062824548725
2020-08-28,0.0,1.0,405.99956542093855
2020-08-31,0.0,1.0,365.39960887884473
2020-09-01,0.0,1.0,328.85964799096024
2020-09-02,0.26011720299720764,0.7398827970027924,295.9736831918642
2020-09-03,0.0,1.0,325.57105151105065
2020-09-04,0.020376894623041153,0.9796231053769588,293.0139463599456
2020-09-08,0.0,1.0,322.3153409959402
2020-09-09,0.3148975074291229,0.6851024925708771,296.28589295173055
2020-09-10,0.05948366969823837,0.9405163303017616,266.6573036565575
2020-09-11,0.0,1.0,266.6573036565575
2020-09-14,0.23529265820980072,0.7647073417901993,272.9315542373984
2020-09-15,0.15095368027687073,0.8490463197231293,277.05155649498056
2020-09-16,0.11362934857606888,0.8863706514239311,249.34640084548252
2020-09-17,0.0,1.0,274.28104093003077
2020-09-18,0.040530938655138016,0.959469061344862,273.16935412561054
2020-09-21,0.0,1.0,273.16935412561054
2020-09-22,0.2292211800813675,0.7707788199186325,297.17270046198934
2020-09-23,0.09491883963346481,0.9050811603665352,321.2485129284692
2020-09-24,0.021044684574007988,0.978955315425992,353.37336422131614
2020-09-25,0.19926570355892181,0.8007342964410782,360.41488342537053
2020-09-28,0.3085852861404419,0.6914147138595581,324.3733950828335
2020-09-29,0.025908896699547768,0.9740911033004522,356.8107345911169
2020-09-30,0.2583317160606384,0.7416682839393616,362.89133137267686
2020-10-01,0.060280364006757736,0.9397196359932423,394.8054201999361
2020-10-02,0.0,1.0,434.2859622199298
2020-10-05,0.16920192539691925,0.8307980746030807,405.55377019403
2020-10-06,0.054948173463344574,0.9450518265366554,441.652259430766
