annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,turnover,risk_aversion
0.04092667392993876,1.3359126396350374,0.02646732143424712,0.049855622789151184,0.9937442114921754,86.12589827552438,0.3
